scientific.name,scientific.name.new,english.name,english.name.new,deutscher.name,DDA_Kuerzel,western_palearctic,middle_europe,baden_wuerttemberg,bavarian_forest,voslappergroden,neerie,neerie_live,ICE_Werk_live,Ziegenmelker_Zwergohreule_Wallis,eastern_palearctic,Südostasien,Autor,Brutverbreitung,birdnet.names,comName,speciesCode,category,taxonOrder,bandingCodes,comNameCodes,sciNameCodes,order,familyCode,familyComName,familySciName,reportAs,extinct,extinctYear
Philydor pyrrhodes,NA,Cinnamon-rumped Foliage-gleaner,NA,Zimtbürzel-Blattspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Cabanis, 1849)",NA,Philydor pyrrhodes_Cinnamon-rumped Foliage-gleaner,Cinnamon-rumped Foliage-gleaner,crfgle1,species,14514,NA,CRFG,PHPY,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Bradypterus cinnamomeus,NA,Cinnamon Bracken-Warbler,NA,Zimtbuschsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Rüppell, 1840)",NA,Bradypterus cinnamomeus_Cinnamon Bracken-Warbler,Cinnamon Bracken-Warbler,cibwar1,species,23089,NA,"CIBW,CBWA",BRCI,Passeriformes,locust5,Grassbirds and Allies,Locustellidae,NA,NA,NA
Anthochaera chrysoptera,NA,Little Wattlebird,NA,Zimtflügel-Honigfresser,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Latham, 1801)","AU: e, se Australien",Anthochaera chrysoptera_Little Wattlebird,Little Wattlebird,bruwat1,species,17166,NA,LIWA,ANCH,Passeriformes,meliph3,Honeyeaters,Meliphagidae,NA,NA,NA
Clibanornis rubiginosus,NA,Ruddy Foliage-gleaner,NA,Zimtkehl-Baumspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL, 1857)","MA, SA: s Mexiko bis n Bolivien, ne Amazonien",Clibanornis rubiginosus_Ruddy Foliage-gleaner,Ruddy Foliage-gleaner,rufgle1,species,14582,RUFG,RFGL,CLRU,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Stelgidopteryx ruficollis,NA,Southern Rough-winged Swallow,NA,Zimtkehlschwalbe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1817)",NA,Stelgidopteryx ruficollis_Southern Rough-winged Swallow,Southern Rough-winged Swallow,srwswa1,species,23181,SRWS,NA,STRU,Passeriformes,hirund2,Swallows,Hirundinidae,NA,NA,NA
Pellorneum bicolor,Trichastoma bicolor,Ferruginous Babbler,NA,Zimtmausdrossling,,NA,NA,NA,NA,NA,NA,,,NA,NA,1,NA,"OR: Malaiische Halbinsel, Sumatra, Borneo",Pellorneum bicolor_Ferruginous Babbler,Ferruginous Babbler,ferbab1,species,25371,NA,FEBA,PEBI,Passeriformes,pellor2,Ground Babblers and Allies,Pellorneidae,NA,NA,NA
Eurystomus glaucurus,NA,Broad-billed Roller,NA,Zimtracke,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Müller, PLS, 1776)",AF: weit verbreitet,Eurystomus glaucurus_Broad-billed Roller,Broad-billed Roller,brbrol1,species,9892,NA,BBRO,EUGL,Coraciiformes,coraci1,Rollers,Coraciidae,NA,NA,NA
Acrocephalus baeticatus,NA,African Reed Warbler,NA,Zimtrohrsänger,,1,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1817)",AF: weit verbreitet,Acrocephalus baeticatus_African Reed Warbler,African Reed Warbler,afrwar1,species,22839,NA,"CRW,ARWA",ACBA,Passeriformes,acroce2,Reed Warblers and Allies,Acrocephalidae,NA,NA,NA
Formicivora rufa,NA,Rusty-backed Antwren,NA,Zimtrücken-Ameisenfänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(zu Wied-Neuwied, 1831)","SA: Amazonien, e Brasilien, z SA",Formicivora rufa_Rusty-backed Antwren,Rusty-backed Antwren,rubant4,species,13250,NA,RBAN,FORU,Passeriformes,thamno3,Typical Antbirds,Thamnophilidae,NA,NA,NA
Rhytipterna holerythra,NA,Rufous Mourner,NA,Zimtschmucktyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Sclater, PL & Salvin, 1860)","MA, SA: s Mexiko bis nw Ecuador",Rhytipterna holerythra_Rufous Mourner,Rufous Mourner,rufmou1,species,16604,RMOU,RUMO,RHHO,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Cichlocolaptes leucophrus,NA,Pale-browed Treehunter,NA,Zimtschwanz-Blattspäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Jardine & Selby, 1830)",SA: se Brasilien,Cichlocolaptes leucophrus_Pale-browed Treehunter,Pale-browed Treehunter,pabtre1,species,14494,NA,"LPBT,PBTR",CILE,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Leptasthenura aegithaloides,NA,Plain-mantled Tit-Spinetail,NA,Zimtspiegel-Meisenschlüpfer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Kittlitz, 1830)",SA: s Peru über Südkegel,Leptasthenura aegithaloides_Plain-mantled Tit-Spinetail,Plain-mantled Tit-Spinetail,pmtspi1,species,14690,NA,PMTS,LEAE,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Anthus cinnamomeus,NA,African Pipit,NA,Zimtspornpieper,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Rüppell, 1840","AF: e, z, s",Anthus cinnamomeus_African Pipit,African Pipit,afrpip1,species,30718,NA,"AFPI,GRPI,AP",ANCI,Passeriformes,motaci1,Wagtails and Pipits,Motacillidae,NA,NA,NA
Atlapetes pallidinucha,NA,Pale-naped Brushfinch,NA,Zimtstirn-Buschammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boissonneau, 1840)",SA: Venezuela bis Peru,Atlapetes pallidinucha_Pale-naped Brushfinch,Pale-naped Brushfinch,pnbfin1,species,32393,NA,"PNBF,PNBR",ATPA,Passeriformes,passer3,New World Sparrows,Passerellidae,NA,NA,NA
Zapornia fusca,Porzana fusca,Ruddy-breasted Crake,NA,Zimtsumpfhuhn,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,"OR: weit verbreitet, auch e Asien, Seychellen, extremes",Zapornia fusca_Ruddy-breasted Crake,Ruddy-breasted Crake,rubcra1,species,5445,NA,RBCR,ZAFU,Gruiformes,rallid1,"Rails, Gallinules, and Coots",Rallidae,NA,NA,NA
Tinamus solitarius,NA,Solitary Tinamou,NA,Zimttinamu,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1819)",SA: e Brasilien bis ne Argentinien und e Paraguay,Tinamus solitarius_Solitary Tinamou,Solitary Tinamou,soltin1,species,35,NA,SOTI,TISO,Tinamiformes,tinami1,Tinamous,Tinamidae,NA,NA,NA
Pyrrhomyias cinnamomeus,NA,Cinnamon Flycatcher,NA,Zimttyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(d'Orbigny & Lafresnaye, 1837)",SA: Venezuela bis nw Argentinien,Pyrrhomyias cinnamomeus_Cinnamon Flycatcher,Cinnamon Flycatcher,cinfly2,species,15857,NA,CIFL,PYCI,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Cacicus uropygialis,NA,Scarlet-rumped Cacique,NA,Zinnoberbürzelkassike,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lafresnaye, 1843","MA, SA: Honduras bis Ecuador",Cacicus uropygialis_Scarlet-rumped Cacique,Scarlet-rumped Cacique,scrcac1,species,32544,SRCA,NA,CAUR,Passeriformes,icteri1,Troupials and Allies,Icteridae,NA,NA,NA
Emberiza cia,NA,Rock Bunting,NA,Zippammer,Zip,1,1,1,1,NA,NA,,,1,1,NA,"Linnaeus, 1766","PAL: sw, sz",Emberiza cia_Rock Bunting,Rock Bunting,rocbun1,species,31632,NA,ROBU,EMCI,Passeriformes,emberi2,Old World Buntings,Emberizidae,NA,NA,NA
Cisticola juncidis,NA,Zitting Cisticola,NA,Zistensänger,Zis,1,2,2,2,NA,2,,,NA,1,NA,"(Rafinesque, 1810)","PAL, OR, AU, AF: weit verbreitet",Cisticola juncidis_Zitting Cisticola,Zitting Cisticola,zitcis1,species,22690,NA,ZICI,CIJU,Passeriformes,cistic2,Cisticolas and Allies,Cisticolidae,NA,NA,NA
Sicalis citrina,NA,Stripe-tailed Yellow-Finch,NA,Zitronengilbtangare,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Pelzeln, 1870",NA,Sicalis citrina_Stripe-tailed Yellow-Finch,Stripe-tailed Yellow-Finch,styfin1,species,34306,NA,STYF,SICI,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Motacilla citreola,NA,Citrine Wagtail,NA,Zitronenstelze,Zit,1,2,2,2,3,2,,,NA,1,NA,"Pallas, 1776",PAL: weit verbreitet,Motacilla citreola_Citrine Wagtail,Citrine Wagtail,citwag,species,30662,CIWA,NA,MOCI,Passeriformes,motaci1,Wagtails and Pipits,Motacillidae,NA,NA,NA
Capsiempis flaveola,NA,Yellow Tyrannulet,NA,Zitronentyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Lichtenstein, MHK, 1823)","MA, SA: s Nicaragua bis e Brasilien",Capsiempis flaveola_Yellow Tyrannulet,Yellow Tyrannulet,yeltyr1,species,15965,YETY,NA,CAFL,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Protonotaria citrea,NA,Prothonotary Warbler,NA,Zitronenwaldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Boddaert, 1783)","NA: z, e und se USA",Protonotaria citrea_Prothonotary Warbler,Prothonotary Warbler,prowar,species,32860,PROW,PRWA,PRCI,Passeriformes,paruli1,New World Warblers,Parulidae,NA,NA,NA
Carduelis citrinella,NA,Citril Finch,NA,Zitronenzeisig,Zig,1,1,1,1,NA,NA,,,1,NA,NA,"(Pallas, 1764)",PAL: Spanien bis Österreich und Slowenien,Carduelis citrinella_Citril Finch,Citril Finch,citfin1,species,31506,NA,CIFI,CACI,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Coereba flaveola,NA,Bananaquit,NA,Zuckervogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","MA, SA: weit verbreitet, auch Westindische Inseln",Coereba flaveola_Bananaquit,Bananaquit,banana,species,34494,BANA,NA,COFL,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Halcyon malimbica,NA,Blue-breasted Kingfisher,NA,Zügelliest,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Shaw, 1812)","AF: z, w",Halcyon malimbica_Blue-breasted Kingfisher,Blue-breasted Kingfisher,blbkin4,species,9580,NA,BBKI,HAMA,Coraciiformes,alcedi1,Kingfishers,Alcedinidae,NA,NA,NA
Euphonia chrysopasta,NA,Golden-bellied Euphonia,NA,Zügelorganist,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Sclater, PL & Salvin, 1869",NA,Euphonia chrysopasta_Golden-bellied Euphonia,Golden-bellied Euphonia,gobeup1,species,30966,NA,"WLEU,GBEU",EUCH,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Zentrygon frenata,NA,White-throated Quail-Dove,NA,Zügeltaube,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Tschudi, 1843)",SA: w Kolumbien bis nw Argentinien,Zentrygon frenata_White-throated Quail-Dove,White-throated Quail-Dove,wtqdov1,species,2332,NA,WTQD,ZEFR,Columbiformes,columb2,Pigeons and Doves,Columbidae,NA,NA,NA
Phytotoma rutila,NA,White-tipped Plantcutter,NA,Zweibinden-Pflanzenmäher,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Vieillot, 1818","SA: sz, se",Phytotoma rutila_White-tipped Plantcutter,White-tipped Plantcutter,whtpla1,species,15232,NA,WTPL,PHRU,Passeriformes,coting1,Cotingas,Cotingidae,NA,NA,NA
Micrastur gilvicollis,NA,Lined Forest-Falcon,NA,Zweibinden-Waldfalke,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1817)",NA,Micrastur gilvicollis_Lined Forest-Falcon,Lined Forest-Falcon,liffal1,species,11415,NA,"LIFF,LFFA",MIGI,Falconiformes,falcon1,Falcons and Caracaras,Falconidae,NA,NA,NA
Conirostrum bicolor,NA,Bicolored Conebill,NA,Zweifarben-Spitzschnabel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1809)",SA: Amazonien,Conirostrum bicolor_Bicolored Conebill,Bicolored Conebill,biccon1,species,34090,NA,BICO,COBI,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Accipiter bicolor,NA,Bicolored Hawk,NA,Zweifarbhabicht,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1817)","MA, SA: s Mexiko bis n Argentinien",Accipiter bicolor_Bicolored Hawk,Bicolored Hawk,bichaw1,species,7914,BIHA,NA,ACBI,Accipitriformes,accipi1,"Hawks, Eagles, and Kites",Accipitridae,NA,NA,NA
Hieraaetus pennatus,NA,Booted Eagle,NA,Zwergadler,Zwa,1,2,2,2,NA,NA,,,1,1,1,"(Gmelin, JF, 1788)","PAL: sw Europa und nw Afrika bis z Asien und n Indien,",Hieraaetus pennatus_Booted Eagle,Booted Eagle,booeag1,species,7647,NA,BOEA,HIPE,Accipitriformes,accipi1,"Hawks, Eagles, and Kites",Accipitridae,NA,NA,NA
Emberiza pusilla,NA,Little Bunting,NA,Zwergammer,,1,2,2,2,3,NA,,,NA,1,NA,"Pallas, 1776",PAL: n Finland bis e Russland,Emberiza pusilla_Little Bunting,Little Bunting,litbun,species,31745,LIBU,NA,EMPU,Passeriformes,emberi2,Old World Buntings,Emberizidae,NA,NA,NA
Diopsittaca nobilis,NA,Red-shouldered Macaw,NA,Zwergara,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)",SA: sz Amazonien,Diopsittaca nobilis_Red-shouldered Macaw,Red-shouldered Macaw,resmac2,species,12599,NA,"NRSM,RSMA",DINO,Psittaciformes,psitta3,New World and African Parrots,Psittacidae,NA,NA,NA
Xiphorhynchus fuscus,NA,Lesser Woodcreeper,NA,Zwergbaumsteiger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1818)","SA: e, se",Xiphorhynchus fuscus_Lesser Woodcreeper,Lesser Woodcreeper,leswoo2,species,14167,NA,LEWO,XIFU,Passeriformes,furnar2,Ovenbirds and Woodcreepers,Furnariidae,NA,NA,NA
Ixobrychus minutus,NA,Little Bittern,NA,Zwergdommel,Zd,1,1,1,1,1,1,1,,1,1,1,"(Linnaeus, 1766)","PAL, AF: s, z Europa bis z Asien, nw Indien, Afrika",Ixobrychus minutus_Little Bittern,Little Bittern,litbit1,species,7134,LIBI,CLBI,IXMI,Pelecaniformes,ardeid1,"Herons, Egrets, and Bitterns",Ardeidae,NA,NA,NA
Mellisuga minima,NA,Vervain Hummingbird,NA,Zwergelfe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","NA: Hispaniola, Jamaika",Mellisuga minima_Vervain Hummingbird,Vervain Hummingbird,verhum1,species,4695,VEHU,NA,MEMI,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
Branta hutchinsii,NA,Cackling Goose,NA,Zwergkanadagans,,0,0,0,0,NA,NA,,,NA,NA,NA,"(Richardson, 1832)",NA: z Kanada,Branta hutchinsii_Cackling Goose,Cackling Goose,cacgoo1,species,292,CACG,CAGO,BRHU,Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,NA,NA,NA
Sitta pygmaea,NA,Pygmy Nuthatch,NA,Zwergkleiber,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Vigors, 1839","NA, MA: sw Kanada bis w Mexiko",Sitta pygmaea_Pygmy Nuthatch,Pygmy Nuthatch,pygnut,species,26037,PYNU,NA,SIPY,Passeriformes,sittid1,Nuthatches,Sittidae,NA,NA,NA
Brachypteryx leucophris,NA,Lesser Shortwing,NA,Zwergkurzflügel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Temminck, 1828)","OR: weit verbreitet, auch Kleine Sundainseln",Brachypteryx leucophris_Lesser Shortwing,Lesser Shortwing,lessho1,species,28365,NA,LESH,BRLE,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Pericrocotus cinnamomeus,NA,Small Minivet,NA,Zwergmennigvogel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)",OR: weit verbreitet,Pericrocotus cinnamomeus_Small Minivet,Small Minivet,smamin1,species,17865,NA,SMMI,PECI,Passeriformes,campep2,Cuckooshrikes,Campephagidae,NA,NA,NA
Hylomanes momotula,NA,Tody Motmot,NA,Zwergmotmot,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Lichtenstein, MHK, 1839","MA, SA: s Mexiko bis nw Kolumbien",Hylomanes momotula_Tody Motmot,Tody Motmot,todmot1,species,9326,TOMO,NA,HYMO,Coraciiformes,momoti1,Motmots,Momotidae,NA,NA,NA
Catharus ustulatus,NA,Swainson's Thrush,NA,Zwergmusendrossel,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Nuttall, 1840)",NA: weit verbreitet,Catharus ustulatus_Swainson's Thrush,Swainson's Thrush,swathr,species,27380,SWTH,RBTH,CAUS,Passeriformes,turdid1,Thrushes and Allies,Turdidae,NA,NA,NA
Setopagis parvula,NA,Little Nightjar,NA,Zwergnachtschwalbe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gould, 1837)","SA: e Peru bis e Brasilien, s bis z Argentinien und",Setopagis parvula_Little Nightjar,Little Nightjar,litnig1,species,3505,NA,LINI,SEPA,Caprimulgiformes,caprim2,Nightjars and Allies,Caprimulgidae,NA,NA,NA
Otus scops,NA,Eurasian Scops-Owl,NA,Zwergohreule,Zo,1,2,2,2,NA,2,,,1,1,NA,"(Linnaeus, 1758)",NA,Otus scops_Eurasian Scops-Owl,Eurasian Scops-Owl,eursco1,species,8324,NA,"EUSO,ESOW",OTSC,Strigiformes,strigi1,Owls,Strigidae,NA,NA,NA
Cecropis abyssinica,NA,Lesser Striped Swallow,NA,Zwergrötelschwalbe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Guérin-Méneville, 1843)",AF: weit verbreitet,Cecropis abyssinica_Lesser Striped Swallow,Lesser Striped Swallow,lessts1,species,23357,NA,LSSW,CEAB,Passeriformes,hirund2,Swallows,Hirundinidae,NA,NA,NA
Poodytes gramineus,NA,Little Grassbird,NA,Zwergschilfsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gould, 1845)","AU: Neuguinea, Australien",Poodytes gramineus_Little Grassbird,Little Grassbird,litgra1,species,23005,NA,LIGR,POGR,Passeriformes,locust5,Grassbirds and Allies,Locustellidae,NA,NA,NA
Ficedula parva,NA,Red-breasted Flycatcher,NA,Zwergschnäpper,Zs,1,1,2,2,3,NA,,,1,1,NA,"(Bechstein, 1792)",PAL: z und n Europa bis w Russland und Iran,Ficedula parva_Red-breasted Flycatcher,Red-breasted Flycatcher,rebfly,species,28562,NA,RBFL,FIPA,Passeriformes,muscic3,Old World Flycatchers,Muscicapidae,NA,NA,NA
Empidonax minimus,NA,Least Flycatcher,NA,Zwergschnäppertyrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Baird, WM & Baird, SF, 1843)",NA: w Kanada bis nz und ne USA und se Kanada,Empidonax minimus_Least Flycatcher,Least Flycatcher,leafly,species,16296,LEFL,NA,EMMI,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Anser rossii,NA,Ross's Goose,NA,Zwergschneegans,,0,3,NA,NA,NA,NA,,,NA,NA,NA,"Cassin, 1861",NA: n Kanada,Anser rossii_Ross's Goose,Ross's Goose,rosgoo,species,245,ROGO,NA,ANRO,Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,NA,NA,NA
Cygnus columbianus,NA,Tundra Swan,NA,Zwergschwan,Zws,1,1,NA,NA,2,NA,,,NA,NA,NA,"(Ord, 1815)","PAL, NA: n",Cygnus columbianus_Tundra Swan,Tundra Swan,tunswa,species,343,TUSW,BESW,CYCO,Anseriformes,anatid1,"Ducks, Geese, and Waterfowl",Anatidae,NA,NA,NA
Sternula albifrons,NA,Little Tern,NA,Zwergseeschwalbe,Zss,1,1,2,2,2,NA,,,NA,NA,NA,"(Pallas, 1764)","AF, PAL, OR, AU: weit verbreitet",Sternula albifrons_Little Tern,Little Tern,litter1,species,6465,LITE,NA,STAL,Charadriiformes,larida1,"Gulls, Terns, and Skimmers",Laridae,NA,NA,NA
Sporophila minuta,NA,Ruddy-breasted Seedeater,NA,Zwergspelzer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1758)","MA, SA: sw Mexiko bis n SA",Sporophila minuta_Ruddy-breasted Seedeater,Ruddy-breasted Seedeater,rubsee1,species,34381,RBSE,NA,SPMI,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Calidris minuta,NA,Little Stint,NA,Zwergstrandläufer,,1,1,1,1,2,2,,,NA,1,NA,"(Leisler, 1812)",PAL: n Europa und n Asien,Calidris minuta_Little Stint,Little Stint,litsti,species,5946,LIST,NA,CAMI,Charadriiformes,scolop2,Sandpipers and Allies,Scolopacidae,NA,NA,NA
Porphyrio martinica,NA,Purple Gallinule,NA,Zwergsultanshuhn,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Linnaeus, 1766)","NA, MA, SA: se USA bis n Argentinien",Porphyrio martinica_Purple Gallinule,Purple Gallinule,purgal2,species,5372,PUGA,APGA,POMA,Gruiformes,rallid1,"Rails, Gallinules, and Coots",Rallidae,NA,NA,NA
Zapornia pusilla,NA,Baillon's Crake,NA,Zwergsumpfhuhn,Zsh,1,1,2,2,1,1,1,,NA,1,NA,NA,"PAL, AF, OR, AU: weit verbreitet",Zapornia pusilla_Baillon's Crake,Baillon's Crake,baicra1,species,5456,NA,"BACR,MACR",ZAPU,Gruiformes,rallid1,"Rails, Gallinules, and Coots",Rallidae,NA,NA,NA
Tachybaptus ruficollis,NA,Little Grebe,NA,Zwergtaucher,Zt,1,1,1,1,1,1,,,2,1,NA,"(Pallas, 1764)","PAL, AF, OR: weit verbreitet",Tachybaptus ruficollis_Little Grebe,Little Grebe,litgre1,species,1758,NA,"DA,LIGR",TARU,Podicipediformes,podici1,Grebes,Podicipedidae,NA,NA,NA
Hemitriccus minimus,NA,Zimmer's Tody-Tyrant,NA,Zwergtodityrann,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Todd, 1925)",SA: Amazonien,Hemitriccus minimus_Zimmer's Tody-Tyrant,Zimmer's Tody-Tyrant,zittyr1,species,15710,NA,"ZITT,ZTTY",HEMI,Passeriformes,tyrann2,Tyrant Flycatchers,Tyrannidae,NA,NA,NA
Corvus caurinus,NA,Northwestern Crow,NA,Alaskakrähe,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"Baird, SF, 1858","NA: s Alaska, Kanada Westküste und nw Washington",Corvus caurinus_Northwestern Crow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Passerella unalaschcensis,NA,Sooty Fox Sparrow,NA,Aleutenammer,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Gmelin, JF, 1789)",NA: Aleuten und sw Alaska bis nw Britisch-Kolumbien,Passerella unalaschcensis_Sooty Fox Sparrow,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyto furcata,NA,American Barn Owl,NA,Amerikaschleiereule,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Temminck, 1827)","NA, MA, SA: weit verbreitet",Tyto furcata_American Barn Owl,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amazilia franciae,NA,Andean Emerald,NA,Andenamazilie,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Bourcier & Mulsant, 1846)",SA: Kolumbien bis n Peru,Amazilia franciae_Andean Emerald,Uranomitra franciae,andeme1,species,5001,NA,ANEM,URFR,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
Setophaga auduboni,NA,Audubon's Warbler,NA,Audubonwaldsänger,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Townsend, JK, 1837)","NA, MA: n, w und nz Mexiko",Setophaga auduboni_Audubon's Warbler,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amazilia beryllina,NA,Berylline Hummingbird,NA,Beryllamazilie,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Deppe, 1830)",MA: nw Mexiko bis Honduras,Amazilia beryllina_Berylline Hummingbird,Saucerottia beryllina,berhum,species,4927,BEHU,NA,SABE,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
Tetrao tetrix,Lyrurus tetrix,Black Grouse,NA,Birkhuhn,Bih,1,1,NA,3,NA,NA,,,1,1,NA,NA,PAL: n,Tetrao tetrix_Black Grouse,Lyrurus tetrix,blagro1,species,1333,NA,BLGR,LYTE,Galliformes,phasia1,"Pheasants, Grouse, and Allies",Phasianidae,NA,NA,NA
Euphonia elegantissima,NA,Elegant Euphonia,NA,Blaukappenorganist,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Bonaparte, 1838)",MA: Mexiko bis w Panama,Euphonia elegantissima_Elegant Euphonia,Chlorophonia elegantissima,eleeup1,species,30925,ELEU,NA,CHEL,Passeriformes,fringi1,"Finches, Euphonias, and Allies",Fringillidae,NA,NA,NA
Thraupis cyanocephala,NA,Blue-capped Tanager,NA,Blaukopftangare,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(d'Orbigny & Lafresnaye, 1837)","SA: w, n",Thraupis cyanocephala_Blue-capped Tanager,Sporathraupis cyanocephala,blctan2,species,33703,NA,BCTA,SPCY,Passeriformes,thraup2,Tanagers and Allies,Thraupidae,NA,NA,NA
Geothlypis velata,NA,Southern Yellowthroat,NA,Brasiliengelbkehlchen,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Vieillot, 1809)","SA: se Peru, n Bolivien und s amazonisches Brasilien bis",Geothlypis velata_Southern Yellowthroat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sylvia conspicillata,NA,Spectacled Warbler,NA,Brillengrasmücke,,1,2,2,2,NA,NA,,,NA,NA,NA,"Temminck, 1820",PAL: sw,Sylvia conspicillata_Spectacled Warbler,Curruca conspicillata,spewar2,species,24485,NA,SPWA,CUCO,Passeriformes,sylvii1,"Sylviid Warblers, Parrotbills, and Allies",Sylviidae,NA,NA,NA
Amazilia candida,NA,White-bellied Emerald,NA,Bronzekopfamazilie,,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,"(Bourcier & Mulsant, 1846)",MA: e Mexiko bis Nicaragua,Amazilia candida_White-bellied Emerald,Chlorestes candida,whbeme1,species,5063,WBEM,NA,CHCA,Caprimulgiformes,trochi1,Hummingbirds,Trochilidae,NA,NA,NA
